Id,Class
328,"5 Centavos,Brazilian Real,brazil"
329,"5 Centavos,Brazilian Real,brazil"
330,"5 Centavos,Brazilian Real,brazil"
331,"5 Centavos,Brazilian Real,brazil"
332,"5 Centavos,Brazilian Real,brazil"
333,"5 Centavos,Brazilian Real,brazil"
334,"5 Centavos,Brazilian Real,brazil"
335,"5 Centavos,Brazilian Real,brazil"
336,"5 Centavos,Brazilian Real,brazil"
337,"5 Centavos,Brazilian Real,brazil"
338,"5 Centavos,Brazilian Real,brazil"
339,"5 Centavos,Brazilian Real,brazil"
340,"5 Centavos,Brazilian Real,brazil"
341,"5 Centavos,Brazilian Real,brazil"
342,"5 Centavos,Brazilian Real,brazil"
347,"10 Centavos,Brazilian Real,brazil"
348,"10 Centavos,Brazilian Real,brazil"
349,"10 Centavos,Brazilian Real,brazil"
350,"10 Centavos,Brazilian Real,brazil"
351,"10 Centavos,Brazilian Real,brazil"
352,"10 Centavos,Brazilian Real,brazil"
353,"10 Centavos,Brazilian Real,brazil"
354,"10 Centavos,Brazilian Real,brazil"
355,"10 Centavos,Brazilian Real,brazil"
356,"10 Centavos,Brazilian Real,brazil"
357,"10 Centavos,Brazilian Real,brazil"
358,"10 Centavos,Brazilian Real,brazil"
359,"10 Centavos,Brazilian Real,brazil"
360,"10 Centavos,Brazilian Real,brazil"
361,"10 Centavos,Brazilian Real,brazil"
362,"10 Centavos,Brazilian Real,brazil"
363,"10 Centavos,Brazilian Real,brazil"
364,"10 Centavos,Brazilian Real,brazil"
365,"10 Centavos,Brazilian Real,brazil"
366,"10 Centavos,Brazilian Real,brazil"
367,"10 Centavos,Brazilian Real,brazil"
368,"10 Centavos,Brazilian Real,brazil"
369,"10 Centavos,Brazilian Real,brazil"
370,"10 Centavos,Brazilian Real,brazil"
371,"10 Centavos,Brazilian Real,brazil"
372,"10 Centavos,Brazilian Real,brazil"
373,"10 Centavos,Brazilian Real,brazil"
374,"10 Centavos,Brazilian Real,brazil"
375,"10 Centavos,Brazilian Real,brazil"
376,"10 Centavos,Brazilian Real,brazil"
377,"10 Centavos,Brazilian Real,brazil"
378,"10 Centavos,Brazilian Real,brazil"
383,"25 Centavos,Brazilian Real,brazil"
384,"25 Centavos,Brazilian Real,brazil"
385,"25 Centavos,Brazilian Real,brazil"
386,"25 Centavos,Brazilian Real,brazil"
387,"25 Centavos,Brazilian Real,brazil"
388,"25 Centavos,Brazilian Real,brazil"
389,"25 Centavos,Brazilian Real,brazil"
390,"25 Centavos,Brazilian Real,brazil"
391,"25 Centavos,Brazilian Real,brazil"
392,"25 Centavos,Brazilian Real,brazil"
393,"25 Centavos,Brazilian Real,brazil"
394,"25 Centavos,Brazilian Real,brazil"
395,"25 Centavos,Brazilian Real,brazil"
396,"25 Centavos,Brazilian Real,brazil"
397,"25 Centavos,Brazilian Real,brazil"
398,"25 Centavos,Brazilian Real,brazil"
399,"25 Centavos,Brazilian Real,brazil"
400,"25 Centavos,Brazilian Real,brazil"
401,"25 Centavos,Brazilian Real,brazil"
402,"25 Centavos,Brazilian Real,brazil"
403,"25 Centavos,Brazilian Real,brazil"
404,"25 Centavos,Brazilian Real,brazil"
405,"25 Centavos,Brazilian Real,brazil"
406,"25 Centavos,Brazilian Real,brazil"
407,"25 Centavos,Brazilian Real,brazil"
408,"25 Centavos,Brazilian Real,brazil"
409,"25 Centavos,Brazilian Real,brazil"
410,"25 Centavos,Brazilian Real,brazil"
411,"25 Centavos,Brazilian Real,brazil"
412,"25 Centavos,Brazilian Real,brazil"
413,"25 Centavos,Brazilian Real,brazil"
414,"25 Centavos,Brazilian Real,brazil"
419,"1 Real,Brazilian Real,brazil"
420,"1 Real,Brazilian Real,brazil"
421,"1 Real,Brazilian Real,brazil"
422,"1 Real,Brazilian Real,brazil"
423,"1 Real,Brazilian Real,brazil"
424,"1 Real,Brazilian Real,brazil"
425,"1 Real,Brazilian Real,brazil"
426,"1 Real,Brazilian Real,brazil"
427,"1 Real,Brazilian Real,brazil"
428,"1 Real,Brazilian Real,brazil"
429,"1 Real,Brazilian Real,brazil"
430,"1 Real,Brazilian Real,brazil"
431,"1 Real,Brazilian Real,brazil"
432,"1 Real,Brazilian Real,brazil"
433,"1 Real,Brazilian Real,brazil"
434,"1 Real,Brazilian Real,brazil"
435,"1 Real,Brazilian Real,brazil"
436,"1 Real,Brazilian Real,brazil"
437,"1 Real,Brazilian Real,brazil"
438,"1 Real,Brazilian Real,brazil"
439,"1 Real,Brazilian Real,brazil"
440,"1 Real,Brazilian Real,brazil"
441,"1 Real,Brazilian Real,brazil"
442,"1 Real,Brazilian Real,brazil"
443,"1 Real,Brazilian Real,brazil"
444,"1 Real,Brazilian Real,brazil"
445,"1 Real,Brazilian Real,brazil"
446,"1 Real,Brazilian Real,brazil"
447,"1 Real,Brazilian Real,brazil"
448,"1 Real,Brazilian Real,brazil"
449,"1 Real,Brazilian Real,brazil"
450,"1 Real,Brazilian Real,brazil"
455,"1 Penny,British Pound,united_kingdom"
456,"1 Penny,British Pound,united_kingdom"
457,"1 Penny,British Pound,united_kingdom"
458,"1 Penny,British Pound,united_kingdom"
459,"1 Penny,British Pound,united_kingdom"
460,"1 Penny,British Pound,united_kingdom"
461,"1 Penny,British Pound,united_kingdom"
462,"1 Penny,British Pound,united_kingdom"
463,"1 Penny,British Pound,united_kingdom"
464,"1 Penny,British Pound,united_kingdom"
465,"1 Penny,British Pound,united_kingdom"
466,"1 Penny,British Pound,united_kingdom"
467,"1 Penny,British Pound,united_kingdom"
468,"1 Penny,British Pound,united_kingdom"
469,"1 Penny,British Pound,united_kingdom"
470,"1 Penny,British Pound,united_kingdom"
471,"1 Penny,British Pound,united_kingdom"
472,"1 Penny,British Pound,united_kingdom"
473,"1 Penny,British Pound,united_kingdom"
474,"1 Penny,British Pound,united_kingdom"
475,"1 Penny,British Pound,united_kingdom"
476,"1 Penny,British Pound,united_kingdom"
477,"1 Penny,British Pound,united_kingdom"
478,"1 Penny,British Pound,united_kingdom"
479,"1 Penny,British Pound,united_kingdom"
480,"1 Penny,British Pound,united_kingdom"
481,"1 Penny,British Pound,united_kingdom"
482,"1 Penny,British Pound,united_kingdom"
483,"1 Penny,British Pound,united_kingdom"
484,"1 Penny,British Pound,united_kingdom"
485,"1 Penny,British Pound,united_kingdom"
486,"1 Penny,British Pound,united_kingdom"
491,"2 Pence,British Pound,united_kingdom"
492,"2 Pence,British Pound,united_kingdom"
493,"2 Pence,British Pound,united_kingdom"
494,"2 Pence,British Pound,united_kingdom"
495,"2 Pence,British Pound,united_kingdom"
496,"2 Pence,British Pound,united_kingdom"
497,"2 Pence,British Pound,united_kingdom"
498,"2 Pence,British Pound,united_kingdom"
499,"2 Pence,British Pound,united_kingdom"
500,"2 Pence,British Pound,united_kingdom"
501,"2 Pence,British Pound,united_kingdom"
502,"2 Pence,British Pound,united_kingdom"
503,"2 Pence,British Pound,united_kingdom"
504,"2 Pence,British Pound,united_kingdom"
505,"2 Pence,British Pound,united_kingdom"
506,"2 Pence,British Pound,united_kingdom"
507,"2 Pence,British Pound,united_kingdom"
508,"2 Pence,British Pound,united_kingdom"
509,"2 Pence,British Pound,united_kingdom"
510,"2 Pence,British Pound,united_kingdom"
511,"2 Pence,British Pound,united_kingdom"
512,"2 Pence,British Pound,united_kingdom"
513,"2 Pence,British Pound,united_kingdom"
514,"2 Pence,British Pound,united_kingdom"
515,"2 Pence,British Pound,united_kingdom"
516,"2 Pence,British Pound,united_kingdom"
517,"2 Pence,British Pound,united_kingdom"
518,"2 Pence,British Pound,united_kingdom"
519,"2 Pence,British Pound,united_kingdom"
520,"2 Pence,British Pound,united_kingdom"
521,"2 Pence,British Pound,united_kingdom"
522,"2 Pence,British Pound,united_kingdom"
527,"5 Pence,British Pound,united_kingdom"
528,"5 Pence,British Pound,united_kingdom"
529,"5 Pence,British Pound,united_kingdom"
530,"5 Pence,British Pound,united_kingdom"
531,"5 Pence,British Pound,united_kingdom"
532,"5 Pence,British Pound,united_kingdom"
533,"5 Pence,British Pound,united_kingdom"
534,"5 Pence,British Pound,united_kingdom"
535,"5 Pence,British Pound,united_kingdom"
536,"5 Pence,British Pound,united_kingdom"
537,"5 Pence,British Pound,united_kingdom"
538,"5 Pence,British Pound,united_kingdom"
539,"5 Pence,British Pound,united_kingdom"
540,"5 Pence,British Pound,united_kingdom"
541,"5 Pence,British Pound,united_kingdom"
542,"5 Pence,British Pound,united_kingdom"
543,"5 Pence,British Pound,united_kingdom"
544,"5 Pence,British Pound,united_kingdom"
545,"5 Pence,British Pound,united_kingdom"
546,"5 Pence,British Pound,united_kingdom"
547,"5 Pence,British Pound,united_kingdom"
548,"5 Pence,British Pound,united_kingdom"
549,"5 Pence,British Pound,united_kingdom"
550,"5 Pence,British Pound,united_kingdom"
551,"5 Pence,British Pound,united_kingdom"
552,"5 Pence,British Pound,united_kingdom"
553,"5 Pence,British Pound,united_kingdom"
554,"5 Pence,British Pound,united_kingdom"
555,"5 Pence,British Pound,united_kingdom"
556,"5 Pence,British Pound,united_kingdom"
557,"5 Pence,British Pound,united_kingdom"
562,"10 Pence,British Pound,united_kingdom"
563,"10 Pence,British Pound,united_kingdom"
564,"10 Pence,British Pound,united_kingdom"
565,"10 Pence,British Pound,united_kingdom"
566,"10 Pence,British Pound,united_kingdom"
567,"10 Pence,British Pound,united_kingdom"
568,"10 Pence,British Pound,united_kingdom"
569,"10 Pence,British Pound,united_kingdom"
570,"10 Pence,British Pound,united_kingdom"
571,"10 Pence,British Pound,united_kingdom"
572,"10 Pence,British Pound,united_kingdom"
573,"10 Pence,British Pound,united_kingdom"
574,"10 Pence,British Pound,united_kingdom"
575,"10 Pence,British Pound,united_kingdom"
576,"10 Pence,British Pound,united_kingdom"
577,"10 Pence,British Pound,united_kingdom"
578,"10 Pence,British Pound,united_kingdom"
579,"10 Pence,British Pound,united_kingdom"
580,"10 Pence,British Pound,united_kingdom"
581,"10 Pence,British Pound,united_kingdom"
582,"10 Pence,British Pound,united_kingdom"
583,"10 Pence,British Pound,united_kingdom"
584,"10 Pence,British Pound,united_kingdom"
585,"10 Pence,British Pound,united_kingdom"
586,"10 Pence,British Pound,united_kingdom"
587,"10 Pence,British Pound,united_kingdom"
588,"10 Pence,British Pound,united_kingdom"
589,"10 Pence,British Pound,united_kingdom"
590,"10 Pence,British Pound,united_kingdom"
591,"10 Pence,British Pound,united_kingdom"
592,"10 Pence,British Pound,united_kingdom"
593,"10 Pence,British Pound,united_kingdom"
598,"20 Pence,British Pound,united_kingdom"
599,"20 Pence,British Pound,united_kingdom"
600,"20 Pence,British Pound,united_kingdom"
601,"20 Pence,British Pound,united_kingdom"
602,"20 Pence,British Pound,united_kingdom"
603,"20 Pence,British Pound,united_kingdom"
604,"20 Pence,British Pound,united_kingdom"
605,"20 Pence,British Pound,united_kingdom"
606,"20 Pence,British Pound,united_kingdom"
607,"20 Pence,British Pound,united_kingdom"
608,"20 Pence,British Pound,united_kingdom"
609,"20 Pence,British Pound,united_kingdom"
610,"20 Pence,British Pound,united_kingdom"
611,"20 Pence,British Pound,united_kingdom"
612,"20 Pence,British Pound,united_kingdom"
613,"20 Pence,British Pound,united_kingdom"
614,"20 Pence,British Pound,united_kingdom"
615,"20 Pence,British Pound,united_kingdom"
616,"20 Pence,British Pound,united_kingdom"
617,"20 Pence,British Pound,united_kingdom"
618,"20 Pence,British Pound,united_kingdom"
619,"20 Pence,British Pound,united_kingdom"
620,"20 Pence,British Pound,united_kingdom"
621,"20 Pence,British Pound,united_kingdom"
622,"20 Pence,British Pound,united_kingdom"
623,"20 Pence,British Pound,united_kingdom"
624,"20 Pence,British Pound,united_kingdom"
625,"20 Pence,British Pound,united_kingdom"
626,"20 Pence,British Pound,united_kingdom"
627,"20 Pence,British Pound,united_kingdom"
628,"20 Pence,British Pound,united_kingdom"
629,"20 Pence,British Pound,united_kingdom"
630,"20 Pence,British Pound,united_kingdom"
631,"20 Pence,British Pound,united_kingdom"
632,"20 Pence,British Pound,united_kingdom"
633,"20 Pence,British Pound,united_kingdom"
634,"20 Pence,British Pound,united_kingdom"
635,"20 Pence,British Pound,united_kingdom"
636,"20 Pence,British Pound,united_kingdom"
637,"20 Pence,British Pound,united_kingdom"
638,"20 Pence,British Pound,united_kingdom"
639,"20 Pence,British Pound,united_kingdom"
640,"20 Pence,British Pound,united_kingdom"
641,"20 Pence,British Pound,united_kingdom"
642,"20 Pence,British Pound,united_kingdom"
643,"20 Pence,British Pound,united_kingdom"
644,"20 Pence,British Pound,united_kingdom"
645,"20 Pence,British Pound,united_kingdom"
646,"20 Pence,British Pound,united_kingdom"
647,"20 Pence,British Pound,united_kingdom"
648,"20 Pence,British Pound,united_kingdom"
649,"20 Pence,British Pound,united_kingdom"
650,"20 Pence,British Pound,united_kingdom"
651,"20 Pence,British Pound,united_kingdom"
658,"50 Pence,British Pound,united_kingdom"
659,"50 Pence,British Pound,united_kingdom"
660,"50 Pence,British Pound,united_kingdom"
661,"50 Pence,British Pound,united_kingdom"
662,"50 Pence,British Pound,united_kingdom"
663,"50 Pence,British Pound,united_kingdom"
664,"50 Pence,British Pound,united_kingdom"
665,"50 Pence,British Pound,united_kingdom"
666,"50 Pence,British Pound,united_kingdom"
667,"50 Pence,British Pound,united_kingdom"
668,"50 Pence,British Pound,united_kingdom"
669,"50 Pence,British Pound,united_kingdom"
670,"50 Pence,British Pound,united_kingdom"
671,"50 Pence,British Pound,united_kingdom"
672,"50 Pence,British Pound,united_kingdom"
673,"50 Pence,British Pound,united_kingdom"
674,"50 Pence,British Pound,united_kingdom"
675,"50 Pence,British Pound,united_kingdom"
676,"50 Pence,British Pound,united_kingdom"
677,"50 Pence,British Pound,united_kingdom"
678,"50 Pence,British Pound,united_kingdom"
679,"50 Pence,British Pound,united_kingdom"
680,"50 Pence,British Pound,united_kingdom"
681,"50 Pence,British Pound,united_kingdom"
682,"50 Pence,British Pound,united_kingdom"
683,"50 Pence,British Pound,united_kingdom"
684,"50 Pence,British Pound,united_kingdom"
685,"50 Pence,British Pound,united_kingdom"
686,"50 Pence,British Pound,united_kingdom"
687,"50 Pence,British Pound,united_kingdom"
688,"50 Pence,British Pound,united_kingdom"
689,"50 Pence,British Pound,united_kingdom"
690,"50 Pence,British Pound,united_kingdom"
691,"50 Pence,British Pound,united_kingdom"
692,"50 Pence,British Pound,united_kingdom"
693,"50 Pence,British Pound,united_kingdom"
694,"50 Pence,British Pound,united_kingdom"
695,"50 Pence,British Pound,united_kingdom"
696,"50 Pence,British Pound,united_kingdom"
697,"50 Pence,British Pound,united_kingdom"
698,"50 Pence,British Pound,united_kingdom"
699,"50 Pence,British Pound,united_kingdom"
700,"50 Pence,British Pound,united_kingdom"
701,"50 Pence,British Pound,united_kingdom"
702,"50 Pence,British Pound,united_kingdom"
703,"50 Pence,British Pound,united_kingdom"
704,"50 Pence,British Pound,united_kingdom"
705,"50 Pence,British Pound,united_kingdom"
706,"50 Pence,British Pound,united_kingdom"
707,"50 Pence,British Pound,united_kingdom"
708,"50 Pence,British Pound,united_kingdom"
709,"50 Pence,British Pound,united_kingdom"
710,"50 Pence,British Pound,united_kingdom"
711,"50 Pence,British Pound,united_kingdom"
718,"1 Pound,British Pound,united_kingdom"
719,"1 Pound,British Pound,united_kingdom"
720,"1 Pound,British Pound,united_kingdom"
721,"1 Pound,British Pound,united_kingdom"
722,"1 Pound,British Pound,united_kingdom"
723,"1 Pound,British Pound,united_kingdom"
724,"1 Pound,British Pound,united_kingdom"
725,"1 Pound,British Pound,united_kingdom"
726,"1 Pound,British Pound,united_kingdom"
727,"1 Pound,British Pound,united_kingdom"
728,"1 Pound,British Pound,united_kingdom"
729,"1 Pound,British Pound,united_kingdom"
